Sample Name	Protocol REF	Parameter Value[QA Instrument]	Parameter Value[QA Assay]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Parameter Value[Spike-in Quality Control]	Term Source REF	Term Accession Number	Parameter Value[Spike-in Mix Number]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[library selection]	Parameter Value[library layout]	Parameter Value[stranded]	Parameter Value[Library QA Instrument]	Term Source REF	Term Accession Number	Parameter Value[Library QA Assay]	Term Source REF	Term Accession Number	Parameter Value[Fragment Size]	Unit	Term Source REF	Term Accession Number	Comment[Library Prep Date]	Protocol REF	Parameter Value[sequencing instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Parameter Value[base caller]	Assay Name	Raw Data File	Protocol REF	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[Raw sequence data/MultiQC Reports]
RR8_LVR_GC_ISS-T_OLD_GI12	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.1	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI12	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			306	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI12_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI12_R2_raw.fastq.gz	GeneLab raw data processing protocol	3.54	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	60728308	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_OLD_GI13	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI13	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			339	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI13_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI13_R2_raw.fastq.gz	GeneLab raw data processing protocol	3.12	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	78745538	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_OLD_GI14	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI14	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			351	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI14_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI14_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.52	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	59546304	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_OLD_GI15	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI15	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			347	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI15_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI15_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.75	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	57013617	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_OLD_GI16	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5.1	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI16	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			317	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	17-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI16_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI16_R2_raw.fastq.gz	GeneLab raw data processing protocol	2.17	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	59297280	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_OLD_GI17	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI17	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			313	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI17_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI17_R2_raw.fastq.gz	GeneLab raw data processing protocol	3.53	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	61279256	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_OLD_GI18	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.3	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI18	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			333	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI18_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI18_R2_raw.fastq.gz	GeneLab raw data processing protocol	6.29	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	67705676	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_OLD_GI19	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	8.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI19	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			352	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	17-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI19_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI19_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.82	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	63212655	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_OLD_GI20	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI20	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			321	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI20_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI20_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.46	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	57789247	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_YNG_GL1	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_YNG_GL1	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			312/396	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL1_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL1_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.81	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	52868942	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_YNG_GL2	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_YNG_GL2	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			304	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL2_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL2_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.89	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	55703459	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_OLD_GL3	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.9	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_OLD_GL3	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			339	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL3_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL3_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.99	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	55346151	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_OLD_GL4	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_OLD_GL4	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			391	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL4_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL4_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.39	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	65000846	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_YNG_GL5	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.5	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_YNG_GL5	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			309	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	17-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL5_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL5_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.46	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	59764427	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_YNG_GL6	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_YNG_GL6	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			308	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL6_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL6_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.36	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	60363932	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_OLD_GL7	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.2	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_OLD_GL7	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			308	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	17-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL7_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL7_R2_raw.fastq.gz	GeneLab raw data processing protocol	4.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	62697603	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_OLD_GL8	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_OLD_GL8	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			352	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL8_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL8_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.78	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	65011814	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_OLD_GL11	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.1	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_OLD_GL11	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			372	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL11_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL11_R2_raw.fastq.gz	GeneLab raw data processing protocol	2.98	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	64657607	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_OLD_GL12	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_OLD_GL12	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			371	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL12_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL12_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.44	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	55726696	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_YNG_GL13	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.9	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_YNG_GL13	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			385	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL13_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL13_R2_raw.fastq.gz	GeneLab raw data processing protocol	2.33	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	66001939	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_YNG_GL14	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_YNG_GL14	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			350	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL14_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL14_R2_raw.fastq.gz	GeneLab raw data processing protocol	3.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	52003786	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_OLD_GL15	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.9	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_OLD_GL15	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			363	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL15_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_OLD_GL15_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.43	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	64459418	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_LAR_YNG_GL17	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_LAR_YNG_GL17	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 1			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			299	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL17_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_LAR_YNG_GL17_R2_raw.fastq.gz	GeneLab raw data processing protocol	3.13	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	58573489	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
